uid,region,cluster,band,weeknum,Cell_Avaiability,Attach_Setup_Success_Rate,RRC_Setup_Success_Rate,eRAB_Setup_Success_Rate_nGBR,VoLTE_Setup_Success_Rate_GBR,Call_Drop_Rate_eRAB_nGBR,VoLTE_Call_Drop_Rate_eRAB_GBR,HOSR_Intra_Frequency,HOSR_Inter_Frequency,X2_Handover_Out_Success_Rate,X2_Handover_In_Success_Rate,S1_Handover_Out_Success_Rate,S1_Handover_In_Success_Rate,DL_BLER,UL_BLER
NORTHERN-OUTSKIRT KODIANG-2.6G-24Week 37,NORTHERN,OUTSKIRT KODIANG,2.6G,24Week 37,99.9965,99.98703115,99.9894,99.9977,100,0.2493,0,97.2093,99.8819,148.3776,99.4801,96.7374,98.5075,0.1163,0.0854
NORTHERN-TW JITRA-2.6G-24Week 37,NORTHERN,TW JITRA,2.6G,24Week 37,99.6952,99.95050272,99.9576,99.9869,99.8947,0.3497,0.0444,99.5239,99.3931,99.4391,99.5022,98.4738,98.5481,0.3613,0.1853
NORTHERN-KUALA KEDAH-2.6G-24Week 37,NORTHERN,KUALA KEDAH,2.6G,24Week 37,99.9571,99.96296667,99.9854,99.9752,99.9304,0.2988,0.0652,99.6595,99.8468,99.3802,99.5067,98.4261,98.4052,0.1921,0.1465
NORTHERN-RD SIMPANG EMPAT KEDAH-2.6G-24Week 37,NORTHERN,RD SIMPANG EMPAT KEDAH,2.6G,24Week 37,99.9952,99.90445063,99.931,99.9688,100,0.483,0.2227,99.4386,99.6624,99.272,99.4789,98.8048,98.8149,0.2384,0.0782
NORTHERN-GUAR CEMPEDAK-2.6G-24Week 37,NORTHERN,GUAR CEMPEDAK,2.6G,24Week 37,100,99.81138639,99.836,99.9685,99.9049,0.9355,0.3425,99.6605,98.0956,96.1152,99.4158,40.3226,98.8304,0.183,0.1836
NORTHERN-RD PEDU - NAKA-2.6G-24Week 37,NORTHERN,RD PEDU - NAKA,2.6G,24Week 37,100,99.80355341,99.8191,99.9834,100,0.7972,1.1136,99.9787,99.9379,96.7396,98.5102,,,0.1578,0.1696
NORTHERN-MERBOK-2.6G-24Week 37,NORTHERN,MERBOK,2.6G,24Week 37,99.9956,98.88590424,98.952,99.8759,99.6785,2.2644,0.8264,99.6465,99.7698,98.95,98.7262,97.7654,99.2068,0.25,0.4017
NORTHERN-BUKIT SELAMBAU-2.6G-24Week 37,NORTHERN,BUKIT SELAMBAU,2.6G,24Week 37,99.9819,99.80157212,99.8622,99.9698,100,1.3277,1.8553,99.3491,99.9158,96.2963,94.6701,100,97.2973,0.4475,0.3458
NORTHERN-RD KUPANG - GERIK-2.6G-24Week 37,NORTHERN,RD KUPANG - GERIK,2.6G,24Week 37,100,99.68482328,99.717,99.9661,99.9587,1.4334,0.3702,99.958,99.9137,98.1726,98.301,18.5185,89.5178,0.2784,0.1032
NORTHERN-PENAGA-2.6G-24Week 37,NORTHERN,PENAGA,2.6G,24Week 37,99.9954,99.87974883,99.9101,99.9685,99.9754,1.7885,0.0244,98.1818,96.9379,79.3399,99.4137,29.4118,99.4681,0.4247,0.3435
NORTHERN-SG DUA-2.6G-24Week 37,NORTHERN,SG DUA,2.6G,24Week 37,100,99.81993692,99.9302,99.8763,99.7613,0.4026,0.0903,99.0305,99.5099,99.4121,99.6773,98.8106,98.4552,0.3154,0.2577
NORTHERN-KEPALA BATAS-2.6G-24Week 37,NORTHERN,KEPALA BATAS,2.6G,24Week 37,100,99.63834582,99.6991,99.9456,99.4376,0.414,0.4103,98.6473,99.4282,99.4163,98.9016,98.3673,99.6103,0.2913,0.1474
NORTHERN-RD SG DUA - TASEK GELUGOR-2.6G-24Week 37,NORTHERN,RD SG DUA - TASEK GELUGOR,2.6G,24Week 37,100,99.8052661,99.8561,99.9371,99.8575,0.8287,0.1314,99.0641,99.7283,99.2219,99.3631,98.0846,96.5817,0.3779,0.4544
NORTHERN-KUALA KURAU-2.6G-24Week 37,NORTHERN,KUALA KURAU,2.6G,24Week 37,99.0357,99.86033982,99.8801,99.9783,100,0.7064,0.2107,99.5607,99.8849,99.2668,98.4512,97.2266,96.5802,0.1349,0.0948
NORTHERN-TERONG-2.6G-24Week 37,NORTHERN,TERONG,2.6G,24Week 37,97.4386,99.90935716,99.9357,99.9733,100,1.1862,1.1268,99.8805,99.8997,99.0851,98.9914,92.8571,80,0.2482,0.162
NORTHERN-RD BIDOR TO TAPAH-2.6G-24Week 37,NORTHERN,RD BIDOR TO TAPAH,2.6G,24Week 37,100,99.95544622,99.9641,99.9886,100,0.3363,0.1684,99.7171,99.8182,99.298,99.4135,,99.2441,0.1757,0.102
NORTHERN-RD K. SELANGOR - T. INTAN-2.6G-24Week 37,NORTHERN,RD K. SELANGOR - T. INTAN,2.6G,24Week 37,99.9994,99.94260395,99.9614,99.9747,100,0.4018,0,99.4381,99.885,99.3844,106.8586,,99.1404,0.2511,0.2028
SOUTHERN-KOTA TINGGI-2.6G-24Week 37,SOUTHERN,KOTA TINGGI,2.6G,24Week 37,100,99.92173709,99.9344,99.9807,100,0.7256,0,99.6345,99.8212,101.7087,99.6811,33.3333,99.085,0.2187,0.1242
SOUTHERN-BATU PAHAT-2.6G-24Week 37,SOUTHERN,BATU PAHAT,2.6G,24Week 37,99.2669,97.47429708,97.4971,99.9668,99.8471,0.5221,0.0633,95.069,91.4225,94.7815,98.1409,21.2121,97.7261,0.3471,0.1646
SOUTHERN-ROAD HW-MUAR-2.6G-24Week 37,SOUTHERN,ROAD HW-MUAR,2.6G,24Week 37,99.9958,99.83772226,99.8835,99.948,99.8602,0.7695,0.0421,99.5422,99.8362,99.5448,99.5822,94.1176,99.3424,0.2439,0.1252
SOUTHERN-TANGKAK-2.6G-24Week 37,SOUTHERN,TANGKAK,2.6G,24Week 37,100,99.84571186,99.8633,99.9687,99.8036,1.0667,0.0891,99.2304,99.8685,101.5329,99.2741,,99.3935,0.2317,0.0869
SOUTHERN-SEGAMAT-2.6G-24Week 37,SOUTHERN,SEGAMAT,2.6G,24Week 37,100,99.91443834,99.9347,99.9727,99.84,0.4776,0,100.5904,99.8303,100.3566,101.3785,98.6695,99.0203,0.2274,0.119
SOUTHERN-TEBRAU-2.6G-24Week 37,SOUTHERN,TEBRAU,2.6G,24Week 37,99.9997,99.85682639,99.8945,99.9571,99.756,0.5989,0.4384,99.5943,99.6647,99.521,99.8654,98.1268,98.758,0.4596,0.2149
SOUTHERN-ULU TIRAM-2.6G-24Week 37,SOUTHERN,ULU TIRAM,2.6G,24Week 37,99.9863,99.73328568,99.9039,99.8271,99.8127,0.7545,0.1018,99.5079,98.8885,98.1591,99.5866,98.9466,98.9145,0.3475,0.1536
SOUTHERN-PLENTONG-2.6G-24Week 37,SOUTHERN,PLENTONG,2.6G,24Week 37,99.9422,99.71331238,99.7923,99.9096,99.7544,0.7511,0.2428,99.2646,99.7308,99.5088,99.5772,98.7101,98.6081,0.3235,0.1671
SOUTHERN-MASAI & PASIR GUDANG-2.6G-24Week 37,SOUTHERN,MASAI & PASIR GUDANG,2.6G,24Week 37,99.9988,99.83309351,99.865,99.9606,99.7488,0.9065,0.1739,99.6226,99.794,99.545,99.623,98.5036,101.1746,0.349,0.1491
SOUTHERN-PASIR GUDANG-2.6G-24Week 37,SOUTHERN,PASIR GUDANG,2.6G,24Week 37,99.9944,99.89868772,99.9186,99.9721,99.7802,0.5364,0.0215,99.7518,99.7835,99.5415,99.6671,98.6596,99.0661,0.2554,0.1279
SOUTHERN-TAMPOI-2.6G-24Week 37,SOUTHERN,TAMPOI,2.6G,24Week 37,99.9647,99.85754823,99.8916,99.9594,99.7698,0.5981,0.1294,99.7875,99.6983,99.7379,99.6465,98.5457,99.5031,0.3488,0.1796
SOUTHERN-STULANG LAUT-2.6G-24Week 37,SOUTHERN,STULANG LAUT,2.6G,24Week 37,99.9826,99.77691615,99.8216,99.954,99.9118,0.6477,0.0664,99.4278,99.6388,99.5099,99.612,98.6849,97.7606,0.5176,0.187
SOUTHERN-SENAI-2.6G-24Week 37,SOUTHERN,SENAI,2.6G,24Week 37,99.9439,99.81274528,99.8663,99.94,99.7431,0.93,0.0937,99.6146,99.7853,99.5509,99.6934,98.5599,98.1348,0.3729,0.1598
SOUTHERN-KULAI-2.6G-24Week 37,SOUTHERN,KULAI,2.6G,24Week 37,99.9222,99.89276431,99.9237,99.9688,99.8676,0.8634,0.3607,99.2641,99.6993,100.2501,100.3531,98.8702,99.2823,0.4283,0.1813
SOUTHERN-JOHOR BAHRU-2.6G-24Week 37,SOUTHERN,JOHOR BAHRU,2.6G,24Week 37,100,99.77547967,99.8409,99.9243,99.8458,0.8534,0.0502,99.8087,99.7684,99.5048,99.91,98.5195,98.1685,0.4488,0.1903
SOUTHERN-JOHOR NS HIGHWAY-2.6G-24Week 37,SOUTHERN,JOHOR NS HIGHWAY,2.6G,24Week 37,99.9993,99.81461774,99.8658,99.9416,99.686,1.463,0.4301,99.9608,99.4771,99.4043,99.4857,10.3756,98.6653,0.4642,0.2001
SOUTHERN-TAMAN GEMBIRA-2.6G-24Week 37,SOUTHERN,TAMAN GEMBIRA,2.6G,24Week 37,99.9926,99.89112181,99.9158,99.97,99.8357,0.7537,0.1633,99.5983,99.8104,99.5626,99.7008,98.6604,98.5722,0.3532,0.1612
SOUTHERN-KLUANG-2.6G-24Week 37,SOUTHERN,KLUANG,2.6G,24Week 37,99.8944,99.89677601,99.9291,99.9633,99.8428,0.4607,0.0606,100.4015,99.7766,100.2551,99.6739,98.8283,99.0926,0.3077,0.1414
SOUTHERN-MUAR-2.6G-24Week 37,SOUTHERN,MUAR,2.6G,24Week 37,99.9619,99.87873779,99.8993,99.9703,99.8066,0.5181,0.0427,99.5909,99.8261,99.5402,99.6022,5.3571,99.3232,0.3061,0.1204
SOUTHERN-ROAD 50 HW-BATU PAHAT-2.6G-24Week 37,SOUTHERN,ROAD 50 HW-BATU PAHAT,2.6G,24Week 37,100,99.85854902,99.9106,99.9438,99.8163,1.1617,0.1406,99.4973,99.9092,99.4485,99.4762,17.0213,99.2112,0.3363,0.2012
SOUTHERN-PEKAN NENAS & PONTIAN-2.6G-24Week 37,SOUTHERN,PEKAN NENAS & PONTIAN,2.6G,24Week 37,99.9667,99.83291316,99.8955,99.9361,99.8935,1.8375,0.287,99.8016,99.5636,99.175,99.2172,98.366,96.7919,1.2747,0.3066
SOUTHERN-TANJONG PELEPAS-2.6G-24Week 37,SOUTHERN,TANJONG PELEPAS,2.6G,24Week 37,100,99.78656941,99.8544,99.9255,99.8776,1.1204,0.2123,99.3199,99.8157,99.3895,99.415,100,99.244,0.3008,0.25
SOUTHERN-GELANG PATAH-2.6G-24Week 37,SOUTHERN,GELANG PATAH,2.6G,24Week 37,99.9497,99.83068611,99.8776,99.9388,99.6211,0.668,0.3005,99.488,99.8199,100.0726,100.1876,115.6071,98.844,0.409,0.1944
SOUTHERN-KLUANG-OUTSKIRT-2.6G-24Week 37,SOUTHERN,KLUANG-OUTSKIRT,2.6G,24Week 37,100,99.88996333,99.9171,99.961,100,0.788,0.2237,99.44,99.7884,99.5837,99.5403,98.4522,98.6625,0.1908,0.1042
SOUTHERN-ROAD 24 HW-BATU PAHAT-2.6G-24Week 37,SOUTHERN,ROAD 24 HW-BATU PAHAT,2.6G,24Week 37,99.9998,99.53958813,99.8986,99.6382,99.7148,0.4425,0.0479,99.4763,99.7506,99.3969,101.7192,29.2683,98.796,0.2423,0.1675
SOUTHERN-SKUDAI-2.6G-24Week 37,SOUTHERN,SKUDAI,2.6G,24Week 37,100,99.86718702,99.8909,99.9685,99.6536,0.6053,0.0403,99.5487,99.7694,99.5541,99.6091,98.821,98.8674,0.3955,0.1887
SOUTHERN-PULAI-2.6G-24Week 37,SOUTHERN,PULAI,2.6G,24Week 37,99.9444,99.82934535,99.8716,99.9501,99.7775,0.6925,0.1827,99.5941,99.7483,99.545,99.8682,96.5328,98.486,0.2957,0.1573
SOUTHERN-BANDAR MELAKA-2.6G-24Week 37,SOUTHERN,BANDAR MELAKA,2.6G,24Week 37,99.9935,99.82895677,99.8734,99.9444,99.7901,0.6566,0.0475,99.8246,99.6754,99.5226,99.7564,43.5873,99.0767,0.376,0.1895
SOUTHERN-ROAD 5 MUAR-MELAKA-2.6G-24Week 37,SOUTHERN,ROAD 5 MUAR-MELAKA,2.6G,24Week 37,100,99.93354,99.9432,99.9859,99.9452,0.5823,0.0501,99.3432,99.8527,99.2396,99.346,,99.3606,0.2064,0.1225
SOUTHERN-ROAD AMJ ALOR GAJAH-PAYA RUMPUT-2.6G-24Week 37,SOUTHERN,ROAD AMJ ALOR GAJAH-PAYA RUMPUT,2.6G,24Week 37,99.9977,99.79361642,99.8241,99.9565,99.9218,0.8316,0.1031,99.5718,99.5581,99.4533,99.462,98.8417,97.7149,0.3274,0.1549
SOUTHERN-BATU BERENDAM-2.6G-24Week 37,SOUTHERN,BATU BERENDAM,2.6G,24Week 37,99.9885,99.84437892,99.8827,99.9552,99.8315,0.7616,0.1011,99.8494,99.5869,99.4811,99.7993,94.7619,98.9643,0.4166,0.1875
SOUTHERN-AYER KEROH-2.6G-24Week 37,SOUTHERN,AYER KEROH,2.6G,24Week 37,100,99.85291332,99.8777,99.9654,99.8269,0.9329,0.1274,100.1374,99.8204,99.5094,99.5274,93.6387,99.1249,0.3198,0.118
SOUTHERN-TAMPIN-2.6G-24Week 37,SOUTHERN,TAMPIN,2.6G,24Week 37,100,99.95874773,99.9721,99.9819,99.8385,0.3652,0.1414,99.7932,99.7875,101.924,102.3832,0,99.5521,0.1745,0.0959
SOUTHERN-YONG PENG-2.6G-24Week 37,SOUTHERN,YONG PENG,2.6G,24Week 37,100,99.93369817,99.9463,99.9813,99.8648,0.4433,0.0419,99.3706,99.311,99.5025,99.5777,0,99.494,0.252,0.1941
SOUTHERN-ROAD KOTA TINGGI-MERSING-2.6G-24Week 37,SOUTHERN,ROAD KOTA TINGGI-MERSING,2.6G,24Week 37,100,99.78062243,99.8428,99.9172,100,1.2677,0.7042,98.4906,99.6834,99.6101,99.4384,,99.1706,0.2589,0.6101
SOUTHERN-ROAD 5 BATU PAHAT-MUAR-2.6G-24Week 37,SOUTHERN,ROAD 5 BATU PAHAT-MUAR,2.6G,24Week 37,99.891,99.80458286,99.8332,99.9605,99.7886,0.542,0,99.2357,99.8181,99.2716,99.2384,,99.3528,0.1883,0.0972
SOUTHERN-JEMENTAH-2.6G-24Week 37,SOUTHERN,JEMENTAH,2.6G,24Week 37,100,99.81388837,99.8704,99.9366,99.839,0.9141,0,99.1281,99.8176,99.3419,99.2331,98.5577,97.6553,0.3033,0.157
SOUTHERN-BULUH KASAP & GEMAS-2.6G-24Week 37,SOUTHERN,BULUH KASAP & GEMAS,2.6G,24Week 37,100,99.817943,99.8432,99.9719,99.9127,1.4549,0.1665,99.2452,99.7034,99.6534,99.6162,100,99.0741,0.6273,0.1421
SOUTHERN-ROAD PAGOH-BUKIT KEPONG-2.6G-24Week 37,SOUTHERN,ROAD PAGOH-BUKIT KEPONG,2.6G,24Week 37,100,99.89888755,99.9169,99.98,100,0.545,0,99.8835,99.5945,99.2783,99.0975,,99.2745,0.2565,0.2519
SOUTHERN-MASJID TANAH-2.6G-24Week 37,SOUTHERN,MASJID TANAH,2.6G,24Week 37,99.994,99.63414045,99.7734,99.8541,99.8647,1.0997,0.2821,99.4933,99.7448,99.3113,99.39,25,98.7728,0.391,0.268
SOUTHERN-ROAD 50 FR HW TO BATU PAHAT-2.6G-24Week 37,SOUTHERN,ROAD 50 FR HW TO BATU PAHAT,2.6G,24Week 37,100,99.93881915,99.963,99.9738,99.678,1.1478,1.214,99.675,99.6294,99.6359,99.7643,100,99.5821,0.3237,0.1159
SOUTHERN-BUKIT RAMBAI-2.6G-24Week 37,SOUTHERN,BUKIT RAMBAI,2.6G,24Week 37,100,99.82211714,99.857,99.9485,99.6164,0.4962,0,99.4483,99.5674,99.3357,99.4115,,98.9212,0.2453,0.1793
SOUTHERN-PARIT SULONG-2.6G-24Week 37,SOUTHERN,PARIT SULONG,2.6G,24Week 37,99.6103,99.68265733,99.8307,99.8757,99.8062,1.1254,0.2536,98.035,99.875,98.8211,98.0228,0,99.0475,0.4427,0.124
SOUTHERN-ROAD 5 BATU PAHAT-PONTIAN-2.6G-24Week 37,SOUTHERN,ROAD 5 BATU PAHAT-PONTIAN,2.6G,24Week 37,99.9863,99.85428401,99.8808,99.8989,99.6094,0.2767,0,99.9468,99.653,99.6169,99.5684,,99.7353,0.3326,0.2185
SOUTHERN-SENGKANG-2.6G-24Week 37,SOUTHERN,SENGKANG,2.6G,24Week 37,100,99.57090537,99.62,99.9439,99.7534,1.0075,0.1163,99.5953,99.8885,99.505,99.1886,95.4545,99.1835,0.2155,0.0957
SOUTHERN-LAYANG-LAYANG & RENGGAM-2.6G-24Week 37,SOUTHERN,LAYANG-LAYANG & RENGGAM,2.6G,24Week 37,100,99.93625125,99.9543,99.982,100,0.7392,0.3317,,99.9706,99.2443,99.4716,,,0.3185,0.212
SOUTHERN-DESARU-PENGGERANG-2.6G-24Week 37,SOUTHERN,DESARU-PENGGERANG,2.6G,24Week 37,100,99.76735827,99.8032,99.9634,100,0.4972,0.8065,99.8452,99.9281,98.6753,99.0709,,93.7301,0.2631,0.089
SOUTHERN-SEROM-2.6G-24Week 37,SOUTHERN,SEROM,2.6G,24Week 37,100,99.92376253,99.9374,99.9829,100,0.7243,0,100,99.9615,98.9343,99.7773,,100,0.7136,0.3933
EASTERN-BENTUNG-2.6G-24Week 37,EASTERN,BENTUNG,2.6G,24Week 37,99.4433,99.89439536,99.9269,99.9506,100,0.3328,0,99.755,99.6887,99.5789,99.7438,0,99.3289,0.1773,0.0498
EASTERN-KARAK TUNNEL - BENTUNG HW-2.6G-24Week 37,EASTERN,KARAK TUNNEL - BENTUNG HW,2.6G,24Week 37,99.2498,99.90539493,99.938,99.9619,99.5565,1.3327,0.6237,106.6463,97.6243,91.8767,99.6458,0,99.5765,0.4024,0.0847
EASTERN-MENTAKAB TOWN-2.6G-24Week 37,EASTERN,MENTAKAB TOWN,2.6G,24Week 37,99.9924,99.78510052,99.9161,99.8631,100,0.4282,0,99.7203,99.9181,99.7049,99.5237,0,99.3188,0.1461,0.0916
EASTERN-TEMERLUH TOWN-2.6G-24Week 37,EASTERN,TEMERLUH TOWN,2.6G,24Week 37,99.8169,99.39786045,99.5405,99.8446,99.0997,1.3483,0.4056,99.5613,99.8801,99.7166,98.9763,16.6667,98.2708,0.285,0.1919
EASTERN-KUANTAN TOWN WEST-2.6G-24Week 37,EASTERN,KUANTAN TOWN WEST,2.6G,24Week 37,99.9998,99.81803725,99.8841,99.9292,99.8298,0.8091,0.1228,99.6922,99.7103,99.3153,99.3978,100,99.3308,0.2108,0.1177
EASTERN-NORTH KUANTAN TOWN-2.6G-24Week 37,EASTERN,NORTH KUANTAN TOWN,2.6G,24Week 37,100,99.93032295,99.9398,99.9898,99.8261,0.8149,0.3765,99.6987,99.9237,101.34,99.649,100,99.2079,0.1529,0.0694
EASTERN-KUANTAN TO PEKAN-2.6G-24Week 37,EASTERN,KUANTAN TO PEKAN,2.6G,24Week 37,100,99.86896406,99.9107,99.9584,99.8309,1.2103,0.0818,99.4815,99.9085,99.5689,99.6969,0,98.9039,0.1257,0.1039
EASTERN-KUANTAN TOWN-2.6G-24Week 37,EASTERN,KUANTAN TOWN,2.6G,24Week 37,99.9432,99.90837797,99.9329,99.9778,99.7326,0.5356,0.2682,100.0156,99.878,99.7008,99.6708,12.2661,99.2939,0.3534,0.1492
EASTERN-PEKAN-2.6G-24Week 37,EASTERN,PEKAN,2.6G,24Week 37,100,99.89948202,99.9157,99.9766,99.9349,0.8847,0.0837,99.7031,99.9384,99.6956,99.422,,99.2081,0.2286,0.0987
EASTERN-RAUB-2.6G-24Week 37,EASTERN,RAUB,2.6G,24Week 37,99.9903,99.90784757,99.9316,99.9725,99.8874,1.1248,1.0753,99.7871,99.9425,99.714,99.4604,,99.5944,0.2462,0.1098
EASTERN-PAKA-2.6G-24Week 37,EASTERN,PAKA,2.6G,24Week 37,99.9949,99.84734363,99.9304,99.9503,99.7768,0.7967,0,99.7517,99.8809,99.6516,99.3236,0,99.2226,0.1999,0.1033
EASTERN-CUKAI& KEMAMAN-2.6G-24Week 37,EASTERN,CUKAI& KEMAMAN,2.6G,24Week 37,99.9968,99.84597025,99.8677,99.9764,99.8575,0.6826,0.4146,99.8057,99.8948,99.7694,99.6483,0,99.3462,0.1941,0.1421
EASTERN-KUALA TERENGGANU1-2.6G-24Week 37,EASTERN,KUALA TERENGGANU1,2.6G,24Week 37,99.9719,99.87731023,99.9066,99.9671,99.6821,0.8996,0.2364,100.4369,99.9073,99.7954,99.6762,82.3529,98.175,0.2493,0.1095
EASTERN-KUALA TERENGGANU2-2.6G-24Week 37,EASTERN,KUALA TERENGGANU2,2.6G,24Week 37,100,99.82314828,99.853,99.9684,99.7214,0.5714,0,99.8171,99.8844,99.8388,99.6617,,99.2901,0.2996,0.4039
EASTERN-DUNGUN-2.6G-24Week 37,EASTERN,DUNGUN,2.6G,24Week 37,99.5056,99.8917617,99.9114,99.9776,100,0.3756,0.0605,99.798,99.8719,99.65,99.5119,100,99.3868,0.2421,0.1346
EASTERN-KOTA BAHRU1-2.6G-24Week 37,EASTERN,KOTA BAHRU1,2.6G,24Week 37,99.7823,99.77732037,99.9108,99.9677,99.7843,0.7036,0.1899,98.6707,99.797,99.8361,99.3051,1.1762,98.8586,0.2493,0.1481
EASTERN-KOTA BAHRU3-2.6G-24Week 37,EASTERN,KOTA BAHRU3,2.6G,24Week 37,99.8832,99.87526123,99.8974,99.9766,99.6124,0.453,0.7353,99.5814,99.6601,99.6139,98.9608,3.3333,99.3976,0.2377,0.1003
EASTERN-PASIR MAS-2.6G-24Week 37,EASTERN,PASIR MAS,2.6G,24Week 37,99.9952,99.80476642,99.8491,99.9564,99.8616,0.9585,0.3918,99.5867,100.8039,99.6511,100.7726,79.7561,99.2295,0.2584,0.2416
EASTERN-KETEREH TO TANAH MERAH/MACANG-2.6G-24Week 37,EASTERN,KETEREH TO TANAH MERAH/MACANG,2.6G,24Week 37,99.9906,99.66717819,99.8019,99.8692,100,1.1562,1.3901,99.2069,99.0087,98.6186,98.6458,100,99.2212,0.3089,0.3661
EASTERN-KUALA TERENGGANU-2.6G-24Week 37,EASTERN,KUALA TERENGGANU,2.6G,24Week 37,100,99.87201289,99.9028,99.9647,99.7046,0.8071,0.1667,99.8246,99.9147,99.8006,99.7076,11.1111,99.0557,0.2574,0.133
EASTERN-KUANTAN-2.6G-24Week 37,EASTERN,KUANTAN,2.6G,24Week 37,99.9952,99.8659881,99.9018,99.9595,99.7451,0.7267,0.6023,99.5003,99.6626,99.3369,100.0986,5.6497,98.7149,0.1906,0.1128
EASTERN-TEMERLUH TO NS BODER ROAD-2.6G-24Week 37,EASTERN,TEMERLUH TO NS BODER ROAD,2.6G,24Week 37,99.9869,99.85045468,99.8635,99.9793,100,2.4761,0,100,99.8804,99.7,99.7287,,99.5745,0.1738,0.0737
EASTERN-BACHOK-2.6G-24Week 37,EASTERN,BACHOK,2.6G,24Week 37,100,99.56053257,99.6002,99.9493,100,1.2628,0.277,99.8636,99.892,99.5575,98.2752,,96.5517,0.2332,0.0938
EASTERN-CUKAI-2.6G-24Week 37,EASTERN,CUKAI,2.6G,24Week 37,99.9537,98.51234833,98.6085,99.9017,99.784,1.7378,0.202,99.597,99.8557,99.5862,99.2842,,99.5354,0.5728,0.2034
EASTERN-RANTAU PANJANG-2.6G-24Week 37,EASTERN,RANTAU PANJANG,2.6G,24Week 37,99.9369,98.86848654,99.3442,99.7157,100,5.8513,3.125,99.8388,99.0719,98.058,95.8459,27.2727,99.5556,0.1952,0.198
EASTERN-BENTONG TOWN-2.6G-24Week 37,EASTERN,BENTONG TOWN,2.6G,24Week 37,99.3425,99.82760672,99.8642,99.962,99.1379,1.1679,0,99.6616,99.3332,99.3457,99.4346,0,97.3721,0.176,0.1514
EASTERN-JERANTUT-2.6G-24Week 37,EASTERN,JERANTUT,2.6G,24Week 37,100,99.90121708,99.9174,99.9786,100,0.4924,0,99.7508,99.2621,99.5619,99.6435,,98.8795,0.1598,0.0631
EASTERN-BENTONG-2.6G-24Week 37,EASTERN,BENTONG,2.6G,24Week 37,99.3161,99.85986422,99.8967,99.9531,100,0.963,0.5747,99.426,99.1822,98.8638,99.1974,0,99.6893,0.1345,0.1271
EASTERN-MENTAKAB-2.6G-24Week 37,EASTERN,MENTAKAB,2.6G,24Week 37,99.9935,99.84243413,99.8609,99.9719,100,0.5769,0.4065,98.37,91.6509,99.1859,98.9493,20,99.4646,0.1525,0.0789
EASTERN-BANDAR TUN RAZAK-2.6G-24Week 37,EASTERN,BANDAR TUN RAZAK,2.6G,24Week 37,100,99.7514257,99.7726,99.9777,100,1.3508,1.2,99.6855,99.9359,99.4906,98.6732,,91.6667,0.2568,0.0438
EASTERN-KUALA BESUT-2.6G-24Week 37,EASTERN,KUALA BESUT,2.6G,24Week 37,100,99.91023928,99.9376,99.9687,100,1.3856,2.8322,97.1264,99.9645,99.1912,97.2392,7.1429,99.2565,0.1338,0.1882
EASTERN-KEMAMAN-2.6G-24Week 37,EASTERN,KEMAMAN,2.6G,24Week 37,99.9915,99.94117045,99.971,99.9676,99.7727,0.267,0,99.7125,99.9118,99.689,99.6207,0,99.5327,0.2226,0.0876
EASTERN-CHUKAI-2.6G-24Week 37,EASTERN,CHUKAI,2.6G,24Week 37,99.9821,99.94308662,99.9501,99.993,100,0.1573,0,99.8338,99.979,99.6701,99.5885,,99.3921,0.2809,0.102
EASTERN-WAKAF BHARU-2.6G-24Week 37,EASTERN,WAKAF BHARU,2.6G,24Week 37,99.9293,99.8727351,99.893,99.9792,100,0.6068,0.3947,99.5922,99.9585,99.7267,99.3822,37.5,98.8807,0.1742,0.0527
EASTERN-TUMPAT-2.6G-24Week 37,EASTERN,TUMPAT,2.6G,24Week 37,100,99.71878206,99.7467,99.9648,98.8827,2.044,0.4608,98.7528,99.8829,98.9961,98.306,0,99.424,0.2538,0.058
EASTERN-KOTA BHARU-2.6G-24Week 37,EASTERN,KOTA BHARU,2.6G,24Week 37,99.7992,99.77268814,99.9423,99.9751,99.7943,0.6937,0.2469,100.318,99.8238,100.5969,99.5457,0.5263,98.9957,0.2157,0.1363
EASTERN-PASIR PUTEH-2.6G-24Week 37,EASTERN,PASIR PUTEH,2.6G,24Week 37,99.8514,99.52659438,99.5989,99.9319,99.1803,2.8741,2.439,97.5845,99.386,97.5865,95.8574,,92.7686,0.5885,0.4469
EASTERN-BANDAR JENGKA-2.6G-24Week 37,EASTERN,BANDAR JENGKA,2.6G,24Week 37,99.7768,99.90110918,99.9402,99.9603,100,0.2125,0,100,99.805,99.7954,99.6066,,97.9839,0.062,0.0719
EASTERN-TEMERLOH-2.6G-24Week 37,EASTERN,TEMERLOH,2.6G,24Week 37,100,99.85898664,99.9239,99.9357,100,0.812,0,99.699,,99.699,99.8076,,,0.7251,0.5873
SABAH-KOTA KINABALU 1-2.6G-24Week 37,SABAH,KOTA KINABALU 1,2.6G,24Week 37,99.899,99.67268047,99.7418,99.936,99.654,0.723,0.1685,99.942,99.1327,100.0878,99.7067,18.3363,98.5015,0.301,0.1538
SABAH-KOTA KINABALU 3-2.6G-24Week 37,SABAH,KOTA KINABALU 3,2.6G,24Week 37,95.8801,99.85620479,99.8944,99.9452,99.7206,0.5434,0.2872,100.3874,99.558,99.9722,99.7565,98.439,98.8712,0.1931,0.1329
