uid,region,cluster,band,weeknum,Cell_Avaiability,Attach_Setup_Success_Rate,RRC_Setup_Success_Rate,eRAB_Setup_Success_Rate_nGBR,VoLTE_Setup_Success_Rate_GBR,Call_Drop_Rate_eRAB_nGBR,VoLTE_Call_Drop_Rate_eRAB_GBR,HOSR_Intra_Frequency,HOSR_Inter_Frequency,X2_Handover_Out_Success_Rate,X2_Handover_In_Success_Rate,S1_Handover_Out_Success_Rate,S1_Handover_In_Success_Rate,DL_BLER,UL_BLER
NORTHERN-SELAMA-800M-24Week 37,NORTHERN,SELAMA,800M,24Week 37,99.5566,98.62629237,98.8556,99.7006,99.8754,2.0615,1.3744,100.1908,99.7422,98.1017,98.1209,96.3846,95.4088,0.2246,0.4542
NORTHERN-BATU KURAU-800M-24Week 37,NORTHERN,BATU KURAU,800M,24Week 37,99.8652,97.26166985,98.5037,98.6673,99.6438,3.6585,1.0806,98.3138,99.8835,97.1841,96.852,,99.3905,0.2835,0.764
NORTHERN-LENGGONG-800M-24Week 37,NORTHERN,LENGGONG,800M,24Week 37,99.8197,96.09550159,96.7418,99.1662,100,7.6811,2.0073,98.1681,99.3617,97.8311,96.76,,88.3159,0.5094,1.1918
NORTHERN-TERONG-800M-24Week 37,NORTHERN,TERONG,800M,24Week 37,98.6581,98.43758717,98.7698,99.6308,99.8085,3.6981,2.0267,98.1266,99.6521,97.8968,103.5355,88.4956,84.9398,0.3611,0.8768
NORTHERN-MANONG-800M-24Week 37,NORTHERN,MANONG,800M,24Week 37,100,98.49973791,98.817,99.6366,99.8973,2.1058,1.7117,98.5121,99.8825,98.3905,101.1345,,,0.2335,1.0875
NORTHERN-PANTAI REMIS-800M-24Week 37,NORTHERN,PANTAI REMIS,800M,24Week 37,99.8871,98.16994203,98.5303,99.5539,99.8307,3.107,1.4851,98.0173,99.9464,97.8267,97.4993,,97.4544,0.3985,1.0687
NORTHERN-CHANGKAT KERUING-800M-24Week 37,NORTHERN,CHANGKAT KERUING,800M,24Week 37,99.9934,96.83632456,97.8372,98.939,100,2.9721,1.2903,98.1363,100,98.0756,95.5816,,97.4359,0.8056,1.6414
NORTHERN-BERUAS-800M-24Week 37,NORTHERN,BERUAS,800M,24Week 37,99.963,98.21752173,98.6946,99.4242,100,5.4404,2.7505,98.7835,99.9343,98.7692,98.7895,0,99.1471,0.3414,0.9838
NORTHERN-PARIT-800M-24Week 37,NORTHERN,PARIT,800M,24Week 37,99.9969,97.42418394,97.925,99.3922,99.8043,3.7659,1.8692,98.7878,99.8391,97.8442,104.7715,,,0.4467,1.4091
NORTHERN-LAMBOR-800M-24Week 37,NORTHERN,LAMBOR,800M,24Week 37,99.9871,99.44758885,99.4233,99.8815,99.8454,3.3066,1.7677,102.6504,99.9095,98.5483,98.6728,,91.9903,0.1858,0.6988
NORTHERN-MAMBANG DI AWAN - KG GAJAH-800M-24Week 37,NORTHERN,MAMBANG DI AWAN - KG GAJAH,800M,24Week 37,99.8144,98.98370781,99.228,99.7102,99.8784,2.0474,0.6124,99.7784,99.8135,98.0045,99.4464,4.902,91.4727,0.3147,0.7844
NORTHERN-CHENDERONG BALAI-800M-24Week 37,NORTHERN,CHENDERONG BALAI,800M,24Week 37,99.9061,98.77303678,99.1645,99.7228,99.8213,1.9264,0.9445,98.4737,99.2117,98.2814,100.1113,98.9269,99.5405,0.3864,0.7205
NORTHERN-BAGAN DATOH-800M-24Week 37,NORTHERN,BAGAN DATOH,800M,24Week 37,99.9961,98.93027305,99.0765,99.8265,99.8564,1.7021,0.8679,101.8221,99.7529,99.9858,98.2153,35.4167,90.4369,0.2507,0.4516
NORTHERN-RD BIDOR TO TELUK INTAN-800M-24Week 37,NORTHERN,RD BIDOR TO TELUK INTAN,800M,24Week 37,99.8822,98.21556117,98.5915,99.5379,99.1292,2.5834,0.6689,98.1482,99.8067,97.8099,101.8792,100,97.4241,0.2786,0.7618
NORTHERN-LUBUK BANTING-800M-24Week 37,NORTHERN,LUBUK BANTING,800M,24Week 37,,,,,,,,,,,,,,,
SOUTHERN-KOTA TINGGI-800M-24Week 37,SOUTHERN,KOTA TINGGI,800M,24Week 37,99.8828,98.6366028,98.9267,99.6504,99.45,3.5415,0.556,100.1794,99.7343,99.0144,100.1324,33.0612,96.806,0.4227,0.7464
SOUTHERN-BATU PAHAT-800M-24Week 37,SOUTHERN,BATU PAHAT,800M,24Week 37,100,99.46407878,99.5745,99.8663,99.7303,1.9271,0.2745,99.4859,96.6174,98.6607,99.6182,0,98.9153,0.2258,0.4688
SOUTHERN-ROAD HW-MUAR-800M-24Week 37,SOUTHERN,ROAD HW-MUAR,800M,24Week 37,99.986,99.45920028,99.5985,99.8341,99.7258,2.5436,0.5427,99.0087,99.7284,99.5385,99.2471,87.914,98.5583,0.2993,0.4798
SOUTHERN-TANGKAK-800M-24Week 37,SOUTHERN,TANGKAK,800M,24Week 37,99.9547,99.69791533,99.7665,99.9221,99.757,2.0469,0.7524,99.3663,99.8766,99.3459,100.5189,100,99.1225,0.2726,0.2441
SOUTHERN-SEGAMAT-800M-24Week 37,SOUTHERN,SEGAMAT,800M,24Week 37,100,99.36902645,99.5491,99.7916,99.6609,2.7091,0.3808,99.1576,99.7641,99.3246,99.3627,98.6687,97.9857,0.4444,0.541
SOUTHERN-TEBRAU-800M-24Week 37,SOUTHERN,TEBRAU,800M,24Week 37,99.8905,99.21624659,99.4156,99.7827,99.5073,2.5467,0.467,99.051,99.8513,99.6069,99.5224,99.376,98.342,0.3892,0.6164
SOUTHERN-ULU TIRAM-800M-24Week 37,SOUTHERN,ULU TIRAM,800M,24Week 37,95.9106,97.18880688,97.4795,99.6862,99.5925,3.6255,0.4314,94.3616,98.7944,94.3076,99.5231,96.1328,87.9257,0.3756,0.6487
SOUTHERN-JOHOR BAHRU-800M-24Week 37,SOUTHERN,JOHOR BAHRU,800M,24Week 37,100,96.80521616,97.1515,99.5898,99.4547,2.9243,0.6828,99.2321,98.9921,99.3381,99.3363,98.6405,99.1037,0.638,0.9124
SOUTHERN-PLENTONG-800M-24Week 37,SOUTHERN,PLENTONG,800M,24Week 37,99.9391,98.15102547,98.4583,99.6548,99.6675,3.6836,0.3019,99.272,99.3908,99.4422,99.4355,99.6045,99.0004,0.477,0.728
SOUTHERN-MASAI & PASIR GUDANG-800M-24Week 37,SOUTHERN,MASAI & PASIR GUDANG,800M,24Week 37,100,97.09498697,97.3332,99.7255,99.6232,3.8157,0.5392,99.3874,99.7229,99.4126,99.6864,99.5983,99.9681,0.5156,0.6024
SOUTHERN-PASIR GUDANG-800M-24Week 37,SOUTHERN,PASIR GUDANG,800M,24Week 37,99.9983,99.00584829,99.1265,99.8809,99.7184,3.3758,0.4115,99.6227,99.7465,99.2784,99.405,98.3612,97.8873,0.3124,0.4726
SOUTHERN-TAMPOI-800M-24Week 37,SOUTHERN,TAMPOI,800M,24Week 37,99.9055,99.12238678,99.3076,99.7929,99.7067,3.0833,0.3426,99.3167,99.6169,99.392,99.7291,98.7273,98.4478,0.2993,0.4715
SOUTHERN-JOHOR NS HIGHWAY-800M-24Week 37,SOUTHERN,JOHOR NS HIGHWAY,800M,24Week 37,99.866,97.8718941,98.2543,99.6032,99.5898,3.4555,0.5588,99.2891,99.6968,99.337,99.2496,95.1718,98.2682,0.4982,0.8555
SOUTHERN-SENAI-800M-24Week 37,SOUTHERN,SENAI,800M,24Week 37,99.9601,98.73670006,99.1855,99.545,99.6821,4.3766,0.6266,99.3529,99.7592,99.9022,99.4257,99.5183,97.1551,0.5323,0.6932
SOUTHERN-KULAI-800M-24Week 37,SOUTHERN,KULAI,800M,24Week 37,99.9179,99.01580861,99.3011,99.685,99.6346,3.6662,0.5362,99.2114,99.5978,99.2819,99.6471,99.3824,99.0429,0.4241,0.6942
SOUTHERN-TAMAN GEMBIRA-800M-24Week 37,SOUTHERN,TAMAN GEMBIRA,800M,24Week 37,99.9988,99.00607962,99.2521,99.7287,99.6838,3.3286,0.3456,99.8571,99.6318,99.4391,99.4768,98.7065,97.1159,0.4384,0.6725
SOUTHERN-PULAI-800M-24Week 37,SOUTHERN,PULAI,800M,24Week 37,99.9999,95.09435589,95.2382,99.8701,97.7426,2.7422,0.3521,99.4437,99.7761,99.4418,99.4494,97.1821,98.0946,0.5201,0.439
SOUTHERN-ROAD 1 YONG PENG-SEGAMAT-800M-24Week 37,SOUTHERN,ROAD 1 YONG PENG-SEGAMAT,800M,24Week 37,99.8914,99.26680769,99.4452,99.7867,99.654,1.9127,0.585,98.6986,99.8599,99.5643,99.9244,102.6532,95.6628,0.3108,0.6681
SOUTHERN-BULUH KASAP & GEMAS-800M-24Week 37,SOUTHERN,BULUH KASAP & GEMAS,800M,24Week 37,99.9921,99.16726037,99.387,99.7508,99.7561,2.1593,0.5254,100.0371,99.8534,100.0327,98.994,96.5363,98.4368,0.2966,0.4644
SOUTHERN-KLUANG-800M-24Week 37,SOUTHERN,KLUANG,800M,24Week 37,99.9223,99.27474544,99.5062,99.7838,99.6852,2.6799,0.401,99.248,100.5445,99.3936,99.4733,98.4474,98.2493,0.2882,0.6283
SOUTHERN-ROAD 50 HW-KLUANG-800M-24Week 37,SOUTHERN,ROAD 50 HW-KLUANG,800M,24Week 37,99.8786,99.22982911,99.3519,99.856,99.76,1.5194,0.8561,99.2564,99.8231,99.0272,98.9539,97.2395,98.2982,0.279,0.528
SOUTHERN-ROAD KOTA TINGGI-MERSING-800M-24Week 37,SOUTHERN,ROAD KOTA TINGGI-MERSING,800M,24Week 37,99.9381,99.61127679,99.8822,99.6853,99.653,2.4062,0.4929,100.953,99.6944,98.8057,98.4107,44.3662,99.5357,0.3035,0.7406
SOUTHERN-ROAD 3 ULU TIRAM-KOTA TINGGI-800M-24Week 37,SOUTHERN,ROAD 3 ULU TIRAM-KOTA TINGGI,800M,24Week 37,99.9988,98.0271503,98.427,99.4998,99.3654,3.1473,0.6576,89.7714,90.6752,87.3766,98.8891,74.4116,97.0211,0.4105,1.1224
SOUTHERN-DESARU-PENGGERANG-800M-24Week 37,SOUTHERN,DESARU-PENGGERANG,800M,24Week 37,99.9035,98.22224482,98.5052,99.7047,99.8769,3.2143,1.1392,100.3149,100.2608,99.9129,100.6718,58.6237,97.3674,0.3612,0.7316
SOUTHERN-BANDAR TENGGARA-800M-24Week 37,SOUTHERN,BANDAR TENGGARA,800M,24Week 37,99.882,98.60891631,98.9032,99.6658,99.8667,3.3238,0.7805,98.5503,99.8435,100.0255,99.3059,94.6588,95.7436,0.3272,0.7137
SOUTHERN-MUAR-800M-24Week 37,SOUTHERN,MUAR,800M,24Week 37,100,99.56195146,99.6849,99.8575,99.7908,3.1468,0.3127,99.501,99.7717,99.5081,99.8925,0,98.9691,0.3082,0.4194
SOUTHERN-ROAD 50 HW-BATU PAHAT-800M-24Week 37,SOUTHERN,ROAD 50 HW-BATU PAHAT,800M,24Week 37,99.9865,99.46445834,99.5912,99.853,99.7789,2.5492,0.504,100.0591,99.7729,99.4206,99.4519,79.1289,98.8686,0.3335,0.4635
SOUTHERN-ROAD TEBRAU-SENAI-800M-24Week 37,SOUTHERN,ROAD TEBRAU-SENAI,800M,24Week 37,98.863,98.90728731,99.152,99.7628,99.8581,2.581,0.2531,99.1629,99.7243,99.354,99.1541,97.4612,102.3808,0.4034,0.8459
SOUTHERN-PARIT SULONG-800M-24Week 37,SOUTHERN,PARIT SULONG,800M,24Week 37,99.9099,99.21720559,99.4153,99.7732,99.8142,2.4921,0.9509,99.4918,99.2656,99.2072,99.8933,97.1541,97.548,0.3058,0.5647
SOUTHERN-ROAD 5 BATU PAHAT-MUAR-800M-24Week 37,SOUTHERN,ROAD 5 BATU PAHAT-MUAR,800M,24Week 37,99.9116,99.17892169,99.3464,99.7986,99.8414,1.7635,0.4509,99.0957,99.4623,99.7994,99.0936,4.918,97.4952,0.2262,0.5705
SOUTHERN-GELANG PATAH-800M-24Week 37,SOUTHERN,GELANG PATAH,800M,24Week 37,99.8749,98.68913712,98.9497,99.7029,99.2495,3.8591,0.5955,99.2883,99.6073,99.4089,99.5446,65.0359,97.9973,0.4414,0.6051
SOUTHERN-ROAD HW-BUKIT KANGKAR-800M-24Week 37,SOUTHERN,ROAD HW-BUKIT KANGKAR,800M,24Week 37,99.9171,99.84898792,99.8784,99.9655,100,0.8528,0.3053,99.5242,99.8847,104.9015,103.417,67.5,99.0366,0.1805,0.1141
SOUTHERN-TANGKAK-OUTSKIRT-800M-24Week 37,SOUTHERN,TANGKAK-OUTSKIRT,800M,24Week 37,100,99.38075925,99.5335,99.8204,99.7512,1.2651,0.1466,99.1406,99.7595,99.1102,103.601,,98.4833,0.256,0.5596
SOUTHERN-PAGOH-800M-24Week 37,SOUTHERN,PAGOH,800M,24Week 37,99.9842,99.30781702,99.5198,99.7734,99.5365,1.9546,0.6782,106.297,99.7288,99.216,99.2875,100,99.4676,0.2763,0.4375
SOUTHERN-SIMPANG RENGGAM-800M-24Week 37,SOUTHERN,SIMPANG RENGGAM,800M,24Week 37,99.992,99.32943767,99.4565,99.8513,99.6387,1.718,0.2827,99.1335,99.7206,100.0893,100.4803,101.2096,99.3774,0.2873,0.5661
SOUTHERN-PEKAN NENAS & PONTIAN-800M-24Week 37,SOUTHERN,PEKAN NENAS & PONTIAN,800M,24Week 37,99.9669,99.00205953,99.4072,99.5671,99.2765,2.956,0.7806,97.6713,99.7171,97.6686,97.5776,89.7959,97.8292,0.4312,0.6191
SOUTHERN-TANJONG PELEPAS-800M-24Week 37,SOUTHERN,TANJONG PELEPAS,800M,24Week 37,100,95.78300415,96.2231,99.4648,98.8773,5.6386,1.1091,99.2374,99.5011,99.2581,99.1827,51.1111,95.3133,0.5938,0.9903
SOUTHERN-KLUANG-OUTSKIRT-800M-24Week 37,SOUTHERN,KLUANG-OUTSKIRT,800M,24Week 37,100,99.07533448,99.3089,99.7319,99.8289,2.6648,0.961,99.1146,99.6468,99.1862,99.1819,100.1348,98.3764,0.2819,0.6301
SOUTHERN-ROAD 24 HW-BATU PAHAT-800M-24Week 37,SOUTHERN,ROAD 24 HW-BATU PAHAT,800M,24Week 37,99.9999,99.08496069,99.5164,99.5375,99.7333,1.7133,0.8421,99.2974,98.8616,99.2362,99.3199,98.261,99.2856,0.3027,0.5555
SOUTHERN-STULANG LAUT-800M-24Week 37,SOUTHERN,STULANG LAUT,800M,24Week 37,100,97.5963644,97.959,99.6012,99.3254,3.2679,0.2343,99.0679,99.0012,99.3851,99.4089,102.4383,99.5182,0.6115,0.9993
SOUTHERN-SKUDAI-800M-24Week 37,SOUTHERN,SKUDAI,800M,24Week 37,100,98.73541124,98.9764,99.7351,99.5311,2.5828,0.4089,99.3121,100.3485,99.4185,99.3384,98.8263,98.4169,0.3479,0.693
SOUTHERN-PASIR GUDANG-OUTSKIRT-800M-24Week 37,SOUTHERN,PASIR GUDANG-OUTSKIRT,800M,24Week 37,100,97.38390572,97.5412,99.7964,99.6008,3.6871,0.7547,99.1168,99.7186,99.2489,99.1579,98.4716,97.2993,0.6004,0.6009
SOUTHERN-MELAKA NS HIGHWAY-800M-24Week 37,SOUTHERN,MELAKA NS HIGHWAY,800M,24Week 37,96.5504,99.13738911,99.3546,99.7534,99.676,1.9609,0.7379,99.4421,99.7282,99.4451,99.387,100,96.7917,0.4312,0.7031
SOUTHERN-BANDAR MELAKA-800M-24Week 37,SOUTHERN,BANDAR MELAKA,800M,24Week 37,100,99.15867698,99.3876,99.7394,99.5603,2.6304,0.535,99.3701,98.1905,99.4201,99.5126,16.627,98.0868,0.3822,0.7187
SOUTHERN-ROAD JASIN-SERKAM-800M-24Week 37,SOUTHERN,ROAD JASIN-SERKAM,800M,24Week 37,99.9658,99.28148162,99.4049,99.8402,99.7992,1.7148,1.125,99.2118,99.8185,99.2581,99.4106,13.8889,97.2825,0.3389,0.5547
SOUTHERN-ROAD 5 MUAR-MELAKA-800M-24Week 37,SOUTHERN,ROAD 5 MUAR-MELAKA,800M,24Week 37,99.9864,99.44305344,99.5716,99.8488,99.7746,1.9378,0.4741,99.6748,100.7077,99.6571,99.4842,9.434,99.0672,0.293,0.5302
SOUTHERN-ROAD AMJ ALOR GAJAH-PAYA RUMPUT-800M-24Week 37,SOUTHERN,ROAD AMJ ALOR GAJAH-PAYA RUMPUT,800M,24Week 37,99.999,99.42064583,99.6068,99.7845,99.679,3.3392,0.4246,99.3538,99.7565,99.3773,99.5014,98.8017,98.4083,0.3354,0.5006
SOUTHERN-BATU BERENDAM-800M-24Week 37,SOUTHERN,BATU BERENDAM,800M,24Week 37,100,99.26936801,99.516,99.7538,99.6936,2.978,0.3159,99.4272,99.7083,99.481,99.5309,94.874,98.296,0.3674,0.6896
SOUTHERN-AYER KEROH-800M-24Week 37,SOUTHERN,AYER KEROH,800M,24Week 37,100,99.51576107,99.6336,99.8571,99.5505,3.1662,0.4379,99.5075,99.7003,99.4733,99.4825,98.6014,99.9933,0.3809,0.4774
SOUTHERN-ROAD HW-TAMPIN-800M-24Week 37,SOUTHERN,ROAD HW-TAMPIN,800M,24Week 37,100,99.71939516,99.7782,99.9227,100,0.6768,0.6689,99.2381,98.6608,99.0462,99.482,,100,0.2385,0.4535
SOUTHERN-TAMPIN-800M-24Week 37,SOUTHERN,TAMPIN,800M,24Week 37,99.9876,99.51202518,99.6399,99.8578,99.8435,1.3084,0.4337,99.4596,99.7701,100.6179,99.265,0,98.3911,0.2326,0.4157
SOUTHERN-MASJID TANAH-800M-24Week 37,SOUTHERN,MASJID TANAH,800M,24Week 37,98.0728,99.29496432,99.4324,99.8354,99.7989,2.0213,0.6966,99.6272,99.6212,99.5269,99.6927,93.1106,98.1959,0.3194,0.5112
SOUTHERN-ROAD 5 SUNGAI UDANG-800M-24Week 37,SOUTHERN,ROAD 5 SUNGAI UDANG,800M,24Week 37,99.9943,99.28709353,99.458,99.8801,99.6229,1.3044,0.6035,99.4638,99.6984,99.4539,99.3274,100,97.2991,0.34,0.7262
SOUTHERN-ROAD 5 TANJUNG KLING-800M-24Week 37,SOUTHERN,ROAD 5 TANJUNG KLING,800M,24Week 37,99.9501,99.64213792,99.7258,99.9005,99.617,2.9612,0.4935,99.2675,99.7365,99.2342,99.4678,0,98.0907,0.3038,0.3621
SOUTHERN-YONG PENG-800M-24Week 37,SOUTHERN,YONG PENG,800M,24Week 37,100,99.73684259,99.8038,99.9224,99.6007,2.6594,0.4697,102.7955,98.7029,99.2862,99.4335,0,99.6384,0.2157,0.2871
SOUTHERN-PEKAN NENAS-800M-24Week 37,SOUTHERN,PEKAN NENAS,800M,24Week 37,100,99.09856861,99.3029,99.7725,99.8355,1.9122,1.0453,99.4439,99.767,99.2912,99.3589,44.4444,100.0168,0.3847,0.7621
SOUTHERN-ROAD 5 BATU PAHAT-PONTIAN-800M-24Week 37,SOUTHERN,ROAD 5 BATU PAHAT-PONTIAN,800M,24Week 37,99.9402,99.03014524,99.2666,99.7235,99.9088,1.5254,1.1995,99.1804,100.0849,99.2697,98.7523,100,99.5692,0.3026,0.8384
SOUTHERN-JEMENTAH-800M-24Week 37,SOUTHERN,JEMENTAH,800M,24Week 37,99.9142,99.16221041,99.4043,99.7318,99.8756,2.0538,0.5066,99.3658,99.7962,99.3035,100.0416,97.9512,97.4656,0.317,0.6998
SOUTHERN-FELDA NITAR-800M-24Week 37,SOUTHERN,FELDA NITAR,800M,24Week 37,,,,,,,,,,,,,,,
SOUTHERN-FELDA TENGGAROH 1-7-800M-24Week 37,SOUTHERN,FELDA TENGGAROH 1-7,800M,24Week 37,99.8501,98.01304446,98.4633,99.4758,99.6672,6.2773,0.8709,97.7844,99.969,97.2157,97.4938,42.8571,97.2407,0.2324,0.9323
SOUTHERN-SDE HIGHWAY-800M-24Week 37,SOUTHERN,SDE HIGHWAY,800M,24Week 37,100,92.45076658,93.2415,99.0581,100,3.8593,2.381,98.3025,99.8204,98.4425,98.4696,93.4783,84.9112,1.1276,1.9712
SOUTHERN-KG SG SEMBILAN-TELOK SENGAT-800M-24Week 37,SOUTHERN,KG SG SEMBILAN-TELOK SENGAT,800M,24Week 37,,,,,,,,,,,,,,,
SOUTHERN-KANGKAR BAHRU-800M-24Week 37,SOUTHERN,KANGKAR BAHRU,800M,24Week 37,99.9797,99.18252197,99.3361,99.8174,99.8221,2.3398,0.6024,98.588,99.5177,98.3672,98.7502,94.4444,82.5959,0.3377,0.6648
SOUTHERN-ALOR GAJAH-800M-24Week 37,SOUTHERN,ALOR GAJAH,800M,24Week 37,100,99.29579208,99.497,99.7745,99.8392,1.7442,0.8368,99.3083,99.7423,99.3051,99.4923,,96.9237,0.2539,0.5235
SOUTHERN-ROAD 3 PADANG ENDAU-MERSING-800M-24Week 37,SOUTHERN,ROAD 3 PADANG ENDAU-MERSING,800M,24Week 37,99.962,98.60030574,98.9454,99.5936,99.7194,2.9644,1.018,97.9166,99.6229,100.4572,98.5023,96.4912,96.7628,0.2641,0.7009
SOUTHERN-ROAD PAGOH-BUKIT KEPONG-800M-24Week 37,SOUTHERN,ROAD PAGOH-BUKIT KEPONG,800M,24Week 37,99.9998,99.19133163,99.3819,99.7814,99.5723,1.9818,0.4256,98.8873,99.8198,98.7348,98.4822,91.8355,95.686,0.3029,0.4902
SOUTHERN-SENGKANG-800M-24Week 37,SOUTHERN,SENGKANG,800M,24Week 37,100,99.06169291,99.2687,99.7578,99.5106,3.7619,0.5186,99.1882,99.9323,99.1411,99.086,97.6041,98.371,0.357,0.5233
SOUTHERN-KAMPUNG PAYA MENGKUANG-800M-24Week 37,SOUTHERN,KAMPUNG PAYA MENGKUANG,800M,24Week 37,100,99.12385847,99.3662,99.721,100,2.5182,0.2275,98.1687,99.8017,98.1945,99.3446,,99.1023,0.3956,0.6639
SOUTHERN-ROAD 50 FR HW TO BATU PAHAT-800M-24Week 37,SOUTHERN,ROAD 50 FR HW TO BATU PAHAT,800M,24Week 37,100,99.70462594,99.7992,99.8944,99.5816,1.8952,1.9599,99.5872,99.7651,99.5383,99.6278,0,99.2498,0.271,0.2917
SOUTHERN-GELANG PATAH-OUTSKIRT-800M-24Week 37,SOUTHERN,GELANG PATAH-OUTSKIRT,800M,24Week 37,100,96.48016459,96.9486,99.4469,99.8047,4.3521,1.3514,99.0189,99.7664,99.0991,99.2064,95.2381,95.5683,0.682,1.1095
SOUTHERN-ROAD FR MUAR TO MELAKA-800M-24Week 37,SOUTHERN,ROAD FR MUAR TO MELAKA,800M,24Week 37,100,98.98552734,99.1198,99.828,99.7419,1.2097,0.44,99.1736,99.3998,99.0742,99.4396,99.2656,99.7134,0.3673,0.4686
SOUTHERN-ROAD AMJ ALOR GAJAH-SIMPANG AMPAT-800M-24Week 37,SOUTHERN,ROAD AMJ ALOR GAJAH-SIMPANG AMPAT,800M,24Week 37,100,99.13215026,99.3119,99.7886,99.8708,1.9371,1.4467,98.8684,99.7018,98.9979,99.4427,,97.501,0.2833,0.5743
SOUTHERN-TEBONG-800M-24Week 37,SOUTHERN,TEBONG,800M,24Week 37,100,95.18094328,96.2395,98.8779,98.6667,5.7692,1.8692,97.4843,99.5085,97.3862,99.0818,,100,0.8325,2.2965
SOUTHERN-SELANDAR-800M-24Week 37,SOUTHERN,SELANDAR,800M,24Week 37,99.9337,99.2427196,99.4306,99.7798,99.8788,2.0127,0.8125,99.9798,99.8638,99.9393,99.9148,100,98.7594,0.3143,0.5073
SOUTHERN-BUKIT RAMBAI-800M-24Week 37,SOUTHERN,BUKIT RAMBAI,800M,24Week 37,100,99.06050073,99.7232,99.317,99.6431,3.9137,0.213,99.4346,99.9087,99.4566,99.5303,,98.6704,0.3726,0.5122
SOUTHERN-ROAD JASIN-MERLIMAU-800M-24Week 37,SOUTHERN,ROAD JASIN-MERLIMAU,800M,24Week 37,99.865,99.57135843,99.6543,99.8984,99.863,2.0103,0.9611,99.1315,99.783,99.1672,99.1633,,99.5554,0.3029,0.5933
SOUTHERN-GAPAM-800M-24Week 37,SOUTHERN,GAPAM,800M,24Week 37,100,99.00835858,99.2804,99.6898,100,2.1571,1.1544,103.55,99.711,99.258,99.4067,100,98.3648,0.4604,0.9511
SOUTHERN-ROAD JASIN-TANGKAK-800M-24Week 37,SOUTHERN,ROAD JASIN-TANGKAK,800M,24Week 37,100,98.4729611,98.9975,99.4295,99.5495,1.8752,1.3201,99.2627,99.8542,99.2118,99.138,100,98.3092,0.295,0.6665
SOUTHERN-ROAD SEGAMAT-KUANTAN-800M-24Week 37,SOUTHERN,ROAD SEGAMAT-KUANTAN,800M,24Week 37,,,,,,,,,,,,,,,
SOUTHERN-SEROM-800M-24Week 37,SOUTHERN,SEROM,800M,24Week 37,99.9646,99.84486597,99.889,99.947,99.8031,0.897,0.7926,99.5131,99.9176,102.2159,99.1784,100,99.0033,0.2722,0.2232
SOUTHERN-KG PANJANG SARI-800M-24Week 37,SOUTHERN,KG PANJANG SARI,800M,24Week 37,,,,,,,,,,,,,,,
SOUTHERN-SIMPANG ENAM-800M-24Week 37,SOUTHERN,SIMPANG ENAM,800M,24Week 37,99.8443,98.94682037,99.1556,99.7482,99.7864,3.0476,1.2405,98.5192,99.6987,99.7334,99.2009,89.4438,96.7959,0.3238,0.7357
SOUTHERN-KG PT TARIMAN-800M-24Week 37,SOUTHERN,KG PT TARIMAN,800M,24Week 37,,,,,,,,,,,,,,,
SOUTHERN-KG SERI MAJU JAYA-800M-24Week 37,SOUTHERN,KG SERI MAJU JAYA,800M,24Week 37,99.8734,99.62178399,99.6803,99.9372,99.9614,2.1882,0.4705,98.4319,99.8727,98.284,98.9634,95.3488,96.7703,0.5538,0.3373
SOUTHERN-ROAD 96 SIMPANG RENGGAM-BENUT-800M-24Week 37,SOUTHERN,ROAD 96 SIMPANG RENGGAM-BENUT,800M,24Week 37,100,98.48927393,98.8183,99.614,99.7425,2.614,1.6518,98.5081,99.8403,98.5055,101.2341,97.7859,97.8812,0.2616,0.8651
SOUTHERN-LAYANG-LAYANG & RENGGAM-800M-24Week 37,SOUTHERN,LAYANG-LAYANG & RENGGAM,800M,24Week 37,99.7473,97.91943778,98.2317,99.6332,99.788,4.4121,1.0309,97.8129,99.9266,96.6646,97.891,92.5281,94.1896,0.4883,1.2127
SOUTHERN-ROAD HW-PARIT PANJANG-800M-24Week 37,SOUTHERN,ROAD HW-PARIT PANJANG,800M,24Week 37,100,98.10368455,98.6807,99.3455,99.5146,4.1452,0.7968,98.3811,99.7804,108.6581,97.769,,,0.2374,0.641
SOUTHERN-ROAD 3 PONTIAN-TG PIAI-800M-24Week 37,SOUTHERN,ROAD 3 PONTIAN-TG PIAI,800M,24Week 37,84.3513,97.30315286,97.7915,99.4263,99.4664,3.8533,1.0336,101.6789,99.7376,101.5185,98.0667,3.6859,93.0774,0.5587,1.1147
SOUTHERN-ROAD ULU TIRAM-LAWANG-800M-24Week 37,SOUTHERN,ROAD ULU TIRAM-LAWANG,800M,24Week 37,100,99.30077442,99.6287,99.6303,100,1.7052,0.3937,96.777,97.9507,97.4679,99.2027,92.968,95.3293,0.2818,0.6698
SOUTHERN-FELDA LOK HENG TIMUR-800M-24Week 37,SOUTHERN,FELDA LOK HENG TIMUR,800M,24Week 37,100,99.2071823,99.3565,99.8241,99.4709,3.2213,2.1053,98.9222,99.9667,94.297,85.9707,,97.7451,0.2922,0.4723
SOUTHERN-SG.TIRAM-800M-24Week 37,SOUTHERN,SG.TIRAM,800M,24Week 37,99.9841,99.16386776,99.4059,99.7303,99.6648,1.6151,0.5405,62.8571,97.7883,61.8289,98.7865,96.2096,96.6217,0.2835,0.5498
SOUTHERN-FELDA SEMENCHU-800M-24Week 37,SOUTHERN,FELDA SEMENCHU,800M,24Week 37,,,,,,,,,,,,,,,
